patent_id,title,abstract,filing_date,year,tech_category
10002516,Umbrella with wireless tether,"The umbrella cooperates with a software application adapted to run on a mobile communications device wirelessly synced to the umbrella. The umbrella includes a communications module adapted to transmit a wireless beacon signal in response to the detection of movement of the umbrella. The software application detects the beacon signal when the smartphone is within range of the umbrella and generates an alert when the beacon signal is no longer being received, indicating that the smartphone is no longer within range and the umbrella has been forgotten. In one embodiment, the GPS application on the smartphone is cause to generate a location update signal in response to detection of the beacon signal such that the software application can run continuously in the background on the smartphone to ensure timely range entry and exit notifications.",2018-06-19,2018,
10002517,"Devices, systems, and methods for adherence monitoring and devices, systems, and methods for monitoring use of consumable dispensers","Devices, systems, and methods are provided for adherence monitoring, and devices, systems, and methods are provided for monitoring use of consumable dispensers. In general, the devices, systems, and methods can facilitate an individual's adherence to a schedule for consuming consumables and can facilitate monitoring and tracking of the individual's adherence to the schedule. The devices, systems, and methods can allow data regarding the individual's historical adherence to the schedule to be accessible via a computer system. In one embodiment, an accessory is provided that can be configured to attach to consumable dispensers. The accessory can be configured to be removably and replaceably coupled to the dispenser. The accessory can be configured to provide a notification to a user indicating that a certain event occurred and/or that a certain action needs to be taken. The accessory can be configured to sense attachment thereof to and removal thereof from the dispenser.",2018-06-19,2018,
10002518,System and method of biological and germ cross contamination control,"Hospital-acquired infections or nosocomial infections are decreased when medical personal observe a hand washing protocol. A method is disclosed for encouraging adherence to a hand washing protocol when entering and exiting rooms of patients. A carried device, or badge, receives a first signal when proximate to a wash station. A first indicator on the badge displays indicates that that the wearer has visited the wash station. The badge receives a second signal when inside a patient's room, i.e., when visiting a first contaminated area. The badge may receive a third signal when entering a second contaminated area. A second indicator on the badge alerts the wearer when a countdown expires after washing, of failure to visit the wash station before the first room visit, or of failure to visit the wash station between room visits. Reporting data may be uploaded to a database.",2018-06-19,2018,
10002519,Distressed aircraft notification and tracking system,"The invention is a service for sending and/or receiving messages in a first format intended for a recipient or authority, where the service identifies for the intended recipient a second format for receiving messages, and where the service formats a communication for delivery to the intended recipient, where the message is prepared to be presented to the recipient in the first and/or the second format.",2018-06-19,2018,
10002520,Event-based responder dispatch,"Dispatch-aiding communications between computing devices of a responder and a dispatch unit include a computing device of the responder determining that an event occurred, automatically sending an indication of the event to a computing device of the dispatch unit, receiving a request for information from the computing device of the dispatch unit, obtaining the information requested by the computing device of the dispatch unit, and sending the information requested by the computing device of the dispatch unit to the computing device of the dispatch unit. The computing device of the dispatch unit sends the request for information to the computing device of the responder in response to receiving the indication of the event.",2018-06-19,2018,
10002521,"Suppressing nuisance alarms of a floating production, storage and offloading (FPSO) surveillance system","A Floating Production, Storage and Offloading (FPSO) surveillance system (7) is equipped with an adjustable alarm threshold that suppresses nuisance alarms if liquid level variations in FPSO crude oil and/or other liquid storage tanks (6) monitored by the system do not exceed estimated oscillating liquid level variations due to oscillating motions of the FPSO unit (1) during severe weather conditions.",2018-06-19,2018,
10002522,Information processing apparatus and transmission control method,"An information processing apparatus includes: a processor that executes a process, the process including: detecting that sensor information of any sensor, among a sensor group registered associated with a mobile terminal that transmits sensor information, upon reception of the sensor information from a sensor capable of transmitting a radio signal, has not been acquired from the mobile terminal for a predetermined time or more; and transmitting a signal to a wireless access point to transmit latest sensor information acquired from the sensor to the mobile terminal when detecting that sensor information of any sensor has not been acquired from the mobile terminal for a predetermined time or more.",2018-06-19,2018,
10002523,Visual and auditory user notification methods for smart-home hazard detector,"Hazard detector for providing a pre-alarm of a developing hazardous condition can include a detection module that detects a hazard level of smoke or carbon monoxide, a light source that generates light, a speaker that generates an audible sound, a horn that generates an audible alarm that a higher volume than the speaker, and a processing module. The processing module can receive the detected hazard level and compare it with the pre-alarm threshold and the emergency threshold. The processing module can determine that the hazard level is greater than the pre-alarm threshold and less than the emergency threshold and cause an audible pre-alarm speech to be generated via the speaker that warns of the developing hazardous condition.",2018-06-19,2018,
10002524,Method and apparatus for controlling devices in home network system,"A method and apparatus for controlling groups of devices in a home network system are provided. The method includes receiving a request message for executing a first operation mode from a mobile station through the Internet, reading a control list stored for the first operation mode, in order to determine home devices associated with the first operation mode and in order to determine functions of the home devices, in response to the request message, transmitting control commands, instructing the home devices to execute the functions, to the home devices, respectively, according to the control list, and reporting the results of execution of the functions, according to the control commands, to the mobile station.",2018-06-19,2018,
10002525,Method and device for the remote control of a function of a vehicle,"A method and device for the remote control of a function of a vehicle is disclosed. Images of the vehicle are recorded by a camera which is integrated in the mobile control unit. A visual signal is generated at a predetermined position on the vehicle, where remote control is only enabled if the visual signal is recorded by the camera. The device for the remote control of a function of a vehicle includes a mobile control unit with an integrated camera to record the images of the vehicle. A signal generation unit is arranged at a predetermined position on the vehicle for the generation of a visual signal and the vehicle includes a function unit for the control of the function. The function unit is formed in such a way that remote control is only enabled when the visual signal is recorded by the camera.",2018-06-19,2018,
10002526,Internet-of-things systems and methods,"Disclosed systems, methods and components or features thereof generally enable redesign of a legacy non-IoT device or appliance into an IoT device and incorporation into an IoT system. A communication module receives from an appliance a message with which the IoT system identifies the appliance. The communication module is provided with appliance-specific data with which it can control the appliance as an IoT device. A parser in an IoT platform uses rules and a schema to parse the appliance messages. New rules can be added for handling new communication modules for new appliances. Other features are also described.",2018-06-19,2018,
10002527,"Remote control mobile terminal, remote control system and remote control method","Disclosed in the present invention are a remote control mobile terminal, a remote control system and a remote control method. A voice recognition module and a remote control module are arranged in the remote control mobile terminal; and the method includes: completing pairing between the remote control module and a remote controlled object; receiving a voice control instruction inputted by a user, obtaining a corresponding remote control instruction according to the voice control instruction and sending the remote control instruction to the remote control module via the voice recognition module; and sending the remote control instruction to the remote controlled object via the remote control module to control the remote controlled object.",2018-06-19,2018,
10002528,IR communication method and electronic device thereof,"A method for operating an electronic device is provided. The method includes converting received infrared into an electrical signal, amplifying the electrical signal and outputting an analog signal, converting the analog signal into digital data, determining whether the digital data is valid, and activating an application program in a freeze state to be in an unfreeze state.",2018-06-19,2018,
10002529,Operating table system,"An operating table system is disclosed. The operating table system has a first transmitting-receiving device that is mountable to a transport device, a second transmitting-receiving device that is mountable to an operating table column, and a coupling device that couples a patient support and the operating table column. The first transmitting-receiving device is configured to transmit a request command and a transfer command to the second transmitting-receiving device. The second transmitting-receiving device is configured to transmit a device address to the first transmitting-receiving device. The coupling device is actuated based on the second transmitting-receiving device receiving the request command and the transfer command and the first transmitting-receiving device receiving the device address.",2018-06-19,2018,
10002530,Traffic signal control using multiple Q-learning categories,"Technologies are described to provide control of traffic signals based at least in part on multiple Q-learning categories. In some examples, a method may include clustering historical traffic data into multiple traffic pattern clusters, and generating multiple Q-learning categories, where each Q-learning category corresponds to a traffic pattern cluster of the multiple traffic pattern clusters. The method may also include determining a first Q-learning category of the multiple Q-learning categories to use in controlling traffic signals at an intersection based at least in part on a first traffic data of the intersection, where the first Q-learning category corresponds to a first traffic pattern cluster, and the first traffic data corresponds to the first traffic pattern cluster. The method may additionally include generating a first control action for the traffic signals at the intersection based at least in part on the first Q-learning category.",2018-06-19,2018,
10002531,Method and apparatus for predicting driving behavior,"An approach is provided for predicting driving behavior. A prediction platform determines driving characteristic information for one or more vehicles in association with a segment of a travel path navigated by each of the one or more vehicles. The prediction platform also processes driving characteristic information to determine one or more response types, one or more behavior types, or a combination thereof associated with the segment of the travel path and associates the one or more response types, the one or more behavior types, or a combination thereof with mapping information for specifying the segment of the travel path, a behavior connection link-chain, or a combination thereof.",2018-06-19,2018,
10002532,Communication device and method,"According to an embodiment, a communication device is provided in a movable body and is wirelessly communicable with a transceiver unit and another movable body. The communication device includes a transmitter, a receiver, a synchronization unit, a registration unit, and a stop control unit. The transmitter transmits movable body information on the movable body to a predetermined channel. The receiver receives transceiver unit information that the transceiver unit has transmitted to the predetermined channel. The synchronization unit performs synchronization of reception timing when the transceiver unit information can be received. The registration unit registers a communication area of the transceiver unit calculated based on a position where the other movable body receives the transceiver unit information in storage. The stop control unit stops transmission of the movable body information at a reception timing of the transceiver unit information, when a position of the movable body is within the registered communication area.",2018-06-19,2018,
10002533,"System, method and recording medium for emergency vehicle route guidance","An emergency vehicle route management method, system, and non-transitory computer readable medium, include analyzing a map to plot roads, a user including user data, and an emergency vehicle including emergency vehicle data on the map, determining an intersection of the roads within a predetermined radius of the emergency vehicle, and delivering an action for the user based on a road on a path of the emergency vehicle being determined by the determining to intersect with a road of the user.",2018-06-19,2018,
10002534,Vehicle driving assistance apparatus,"In a driving assistance apparatus mounted in a vehicle, a detector detects a lane change of the vehicle, a determiner determines a position of a lane traveled by the vehicle immediately after the lane change detected by the detector relative to a position of a lane traveled by the vehicle immediately before the lane change, and a verifier determines whether or not there is misrecognition of speed limits during travel of the vehicle based on a positional relationship between the lanes traveled by the vehicle immediately before and after the lane change detected by the detector and a comparison between recognized speed limits for the respective lanes traveled by the vehicle immediately before and after the lane change detected by the detector. If it is determined that there is misrecognition of speed limits, a reporter reports the recognized speed limit to a driver of the vehicle in a prescribed manner.",2018-06-19,2018,
10002535,Dual-stage car finder,A vehicle location system includes a vehicle-based communication unit having a processor. The processor is configured to analyze request signals from a portable communication device. A first audible output device is configured to generate a first audible sound. A second audible output device is configured to generate a second audible sound. The sound generated by the second audible output device is a greater sound pressure than the first audible output device. The processor selectively enables one of the first audible output device and second audible output device based on the processor comparing a proximity characteristic of the request signals to a predetermined threshold.,2018-06-19,2018,
10002536,Apparatus and method for providing service in vehicle to everything communication system,"The present disclosure relates to a pre-5th-generation (5G) or 5G communication system to be provided for supporting higher data rates beyond 4th-generation (4G) communication system such as a long term evolution (LTE). A method for providing a service in a first device in a vehicle to everything (V2X) communication system is provided. The method includes transmitting a first message related to the service; receiving, from a second device, a second message notifying that the second device enters a zone related to the service; and transmitting, to the second device, a third message indicating that the first device confirms that the second device enters the zone.",2018-06-19,2018,
10002537,Learning lanes from radar sensors,"Systems, methods, and apparatuses are disclosed for determining lane information of a roadway segment from vehicle probe data. Probe data is received from radar sensors of vehicles at a road segment, where the probe data includes an identification of static objects and dynamic objects in proximity to the respective vehicles at the road segment, and geographic locations of the static objects and the dynamic objects. A reference point, such as a road boundary, at the road segment is determined from the identified static objects. Lateral distances between the identified dynamic objects and the reference point are calculated. A number of lanes at the road segment are ascertained from a distribution of the calculated distances of the identified dynamic objects from the reference point.",2018-06-19,2018,
10002538,Aircraft clearance enforcement,"A clearance enforcement system for a vehicle includes a transceiver to communicate over a data link that communicatively couples the vehicle to a control center external to the vehicle and a management unit configured to enforce a vehicle clearance policy. The vehicle clearance policy specifies that a vehicle must receive, in response to a clearance request message, an affirmative response message from a control center external to the vehicle, before executing a movement associated with the affirmative response message. The management unit enforces the vehicle clearance policy through a computer implemented method. The computer implemented method operates to first automatically determine within the vehicle when the vehicle is initiating the movement without having received the affirmative response and automatically alerting an operator of the vehicle that is initiating the movement without having received the affirmative response message. The operator of the vehicle is typically alerted using at least one visual annunciator, audible annunciator, or tactile annunciator.",2018-06-19,2018,
10002539,Method and apparatus for integrated recording and playback of video audio and data inputs,"A method for the integrated recording and playback of video, audio and data inputs using training simulators comprises the step of simultaneously receiving at least one data source input, audio input and video input into a common digital memory buffer in a time stamped manner for at least a given training event, wherein at least one of the data source inputs is a data record throughout the event of at least one simulated parameter of the training simulator, wherein at least one audio input is an audio record of the training event and at least one video input is a video record of the training event, and wherein the common memory buffer allows independent, simultaneous, synchronized, user controlled playback of the individual inputs received within the memory buffer. The system provides for contemporaneously flagging the common memory buffer during the event through a wireless controller.",2018-06-19,2018,
10002540,Interactive educational tool,"Systems, devices, and methods associated with interactive educational tools are described herein. One device includes instructions executable by a processor to cause a plurality of mobile devices to each represent a respective subsystem associated with an objective, cause an interaction between at least two of the plurality of mobile devices to represent a relationship between the respective subsystems represented by the at least two mobile devices, and aggregate a number of interactions between the at least two of the plurality of mobile devices to form a coordinated response associated with achieving a particular objective.",2018-06-19,2018,
10002541,Musical modification method,"A method for producing modified music can be for facilitating playing of a musical instrument and/or facilitate learning of a song. Such methods can include several computer implemented steps which can be some or all of the following steps; digitally obtaining original note data about a song and/or original audio data of the song, creating modified note data for a musical instrument, synchronizing audio data of the song to the modified note data, and presenting the modified note data to a user. The steps can also be ordered as outlined above and below.",2018-06-19,2018,
10002542,Method of playing a musical keyboard,"A method of playing a musical keyboard comprises four main steps. The first step involves providing a guide comprising multiple columns aligned with keys on the musical keyboard. The columns are further divided into rows defining multiple blocks containing color codes and numbers. The numbers are arranged in arithmetic progression in each color code extending across a single row. The second step involves playing a first key on the musical keyboard based on a selected color code represented in each predetermined row. The third step involves playing the subsequent keys on the musical keyboard as per the arithmetic progression of numbers in the subsequent rows. The fourth step involves shifting to a subsequent row of the sheet, to start playing a selected key and the subsequent keys on the musical keyboard based on the next color code and corresponding numbers represented in the subsequent rows.",2018-06-19,2018,
10002543,System and methods for transforming language into interactive elements,"A computer operable method is described for transforming phonemes, graphemes, and other language structures into interactive elements. The method may comprise, receiving a word, wherein the word consists of a group of phonemes; forming a group of graphemes, wherein the group of graphemes is constructed using information relating to the group of phonemes; and forming a group of manipulatives, wherein the group of manipulatives is constructed using information relating to the group of phonemes or the group of graphemes.",2018-06-19,2018,
10002544,Neuroplasticity games for depression,"A training program is configured to systematically drive neurological changes to treat depression, mood and anxiety disorders. The training program includes an inference renormalization game that presents three subsets of stimuli and prompts a game participant to selectively respond or withhold responding to one or two of the stimulus subsets.",2018-06-19,2018,
10002545,"System and method for controlling gaming technology, musical instruments and environmental settings via detection of neuromuscular activity","A system and method for controlling gaming technology, musical instruments and environmental settings via detection of neuromuscular activity are disclosed herein. The disclosed system generally comprises a sensor grid coupled to a user; a base station configured to receive neuromuscular activity inputs from one or more sensors in said sensor grid, determine whether said neuromuscular activity inputs received from said one or more sensors is within a calibrated boundary value for an activity associated with each of said one or more sensors, and instruct a physical device or software to perform said activity when said neuromuscular activity input received from said one or more sensors is within said calibrated boundary value for the activity associated with each of said one or more sensors; and at least one said physical device or said software being configured to receive instructions from said base station. The disclosed system allows a user to perform an activity that the user might otherwise be unable to perform.",2018-06-19,2018,
10002546,Spinal injection trainer and methods therefor,"A model for anatomical training includes a clear thermoplastic elastomer matrix formed with at least one contoured surface that simulates at least a portion of a human body. The visibly clear thermoplastic elastomer matrix provides visible needle tracks upon needle penetration that may be fused closed upon heating the thermoplastic elastomer matrix. The model includes at least a portion of a vertebral column with a synthetic spinal sheath passing through a portion of the vertebral column, the synthetic spinal sheath providing tactile feedback upon needle penetration that simulates the tactile feedback of a needle penetrating a natural human spinal sheath.",2018-06-19,2018,
10002547,"Secret calculation method, secret calculation system, random permutation device, and program","Secret calculation including secret random permutation is performed at high speed. In unit permutation, random permutation devices p0, . . . , pk-1 perform permutation of additive secret sharing values «a»ρi of a plain text a with sub shares πρi of permutation data π. In resharing, the random permutation device p0 generates additive secret sharing values «a»ρi+1pk by using random numbers r1, . . . , rk-1 which are respectively shared with random permutation devices pj (j=1, . . . , k−1) so as to transmit the additive secret sharing values «a»ρi+1pk to the random permutation device pk and each of the random permutation devices pj generates additive secret sharing values «a»ρi+1pj by using random numbers rj.",2018-06-19,2018,
10002548,"Methods, systems, and computer program products for providing personalized, just-in time information services",An artifact is provided that includes a substrate imprinted with personalized information including time-sensitive elements. At least a portion of the personalized information is configured to self-destruct over a time period that is commensurate with the time-sensitive elements. The artifact also includes a material operable for affixing the substrate to a subject with which the personalized information is associated.,2018-06-19,2018,
10002549,Removable adhesive label containing polymeric film layer having water affinity,An adhesive label includes a polymeric first film layer that has an affinity for water. The label is useful in various labeling applications and especially adhesive labeling of reusable and recyclable containers which require removal of the label during a washing process in a warm or hot washing fluid.,2018-06-19,2018,
10002550,System for reducing the release value of a label,"A system for producing a roll of label material with a reduced release value. The system includes a separating apparatus configured to separate an initial label roll into two portions including an adhesive coated portion and a release agent coated portion. The system also includes an advancing apparatus configured to maintain the two separated portions apart and advance the portions toward a combining apparatus, which is configured to combine the two portions into a final label roll having a release value lower than the release value of the initial roll of label material.",2018-06-19,2018,
10002551,Bendable display device,"A bendable display device including a backplate and a circuit board card arranged opposite to the backplate is provided. Among four corner portions of the circuit board card, a first corner portion and a second corner portion are adjacent to each other and are respectively fixedly installed on the backplate. The backplate is provided with two sliding grooves respectively arranged corresponding to a third corner portion and a fourth corner portion of the circuit board card, a sliding block is arranged in each sliding groove, and a height of the sliding block is less than a depth of the sliding groove. The bendable display device further includes installing columns corresponding to the sliding grooves one to one, a first end of each installing column is connected with the sliding block in the sliding groove, and a second end of each installing column is connected with the circuit board card.",2018-06-19,2018,
10002552,Light panel display apparatus for image sheet illumination,"A light panel display apparatus includes an upright panel assembly with a translucent primary panel having a substantially smooth primacy panel first face and a primary panel second face with a series of light distributing grooves; a translucent diffusing panel, having substantially smooth diffusing panel inward face and substantially smooth a diffusing panel outward face, the diffusing panel being positioned substantially parallel and adjacent to with the primary panel second face; a translucent first image sheet having a first image and positioned substantially parallel and adjacent to the primary panel first face and a translucent second image sheet having a second image and being substantially parallel and adjacent to the diffusing panel outward face; and a base assembly comprising a generally horizontally extending base member with a panel assembly receiving slot into which the panel assembly is removably fitted so that the panel assembly is retained in, a lighting circuit including a light source positioned and oriented to radiate light into an edge of the panel assembly of sufficient intensity to illuminate the panel assembly, and an electric power source.",2018-06-19,2018,
10002553,"Method, system, and device for determining a location of micro digital signage devices","A device, system, and method for determining a location of micro digital signage devices includes generating and transmitting a unique identifier corresponding to each micro digital signage device. Each micro digital signage device is to display its corresponding unique identifier and capture an image of other micro digital signage devices located on an opposite side of an aisle. The captured images are to be stitched together to generate a composite image. The unique identifiers of the micro digital signage devices are to be identified and the location of each micro digital signage device is to be determined using a known location of one of the micro digital signage devices as a reference. Each micro digital signage device identified from the composite image is to clear its corresponding unique identifier from display.",2018-06-19,2018,
10002554,Display device and method of detecting deterioration of the same,"A display device includes a display panel, a power supply unit, a first current measuring unit, and an overcurrent preventing switch. The power supply unit provides a power supply voltage to the display panel. The first current measuring unit is connected to a first path for providing the power supply voltage from the power supply unit to the display panel and measures a first current flowing through the first path. The overcurrent preventing switch is connected in parallel with the first current measuring unit and selectively forms a detour path for the first path according to an amount of the first current such that at least a portion of the first current flows through the detour path.",2018-06-19,2018,
10002555,Display apparatus and dipslay method,"A display apparatus and a display method are disclosed. The display apparatus includes at least one display unit and a control unit. The display unit includes a liquid crystal display (LCD) module and a self-luminous display module. The self-luminous display module is disposed on an edge of the LCD module. The control unit is electrically connected to the LCD module and the self-luminous display module, and matches optical parameters of the LCD module with optical parameters of the self-luminous display module. The display apparatus makes an effective use of a frame region of the LCD module for displaying, and maintains the characteristic of the LCD module, and the display method matches display effects of the LCD module and the self-luminous display module.",2018-06-19,2018,
10002556,Display control to alleviate transition of pixel to an undesired level of gradation over time,"A device includes circuitry that determines a currently defined tone of a pixel, and that determines a voltage to be applied to the pixel to compensate for a change in tone of the pixel through elapsed time based on the currently defined tone of the pixel. The device then applies the voltage to the pixel.",2018-06-19,2018,
10002557,Display device,"In one embodiment, a display device includes first and second substrates, a liquid crystal layer, a display area, a surrounding area, a light-shielding layer overlapping the surrounding area, a voltage supply line in the surrounding area and extending in a first direction, and first and second electrodes provided in the surrounding area and connected to the voltage supply line. The first and second electrodes are alternately arranged in either the first direction or a second direction crossing the first direction. Further, a first voltage supplied to the first electrode is different from a second voltage supplied to the second electrode.",2018-06-19,2018,
10002558,"Shift register unit and driving method thereof, gate driving circuit, and display device","Provided are a shift register unit and a driving method thereof, a scan driving circuit, a display device, wherein the shift register unit comprises an input module configured to output a voltage at the signal input terminal to the first node, an energy storage module configured to store the voltage at the first node or to charge the first node, a first pull-up control module configured to output a voltage at the first voltage terminal to the pull-up control node, a second pull-up control module configured to output a voltage at the second voltage terminal to the pull-up control node, a pull-down control module configured to output a voltage at the first node to the pull-down control node. The pulse width of the signal of each stage of output terminal of the GOA circuit can be adjusted.",2018-06-19,2018,
10002559,"Image display device, image display system, and image display method","An image display device includes a display unit that includes a plurality of display lines, an image data input unit that receives image data including data for each display line, and an image data transmission switching circuit that transmits the image data to the display unit.",2018-06-19,2018,
10002560,"Gate drive on array unit, gate drive on array circuit and display apparatus","A gate drive on array unit, a gate drive on array circuit and a display device are disclosed. The gate drive on array unit including: a control module configured to output a clock signal under control of a gate driving signal of a previous stage of gate drive on array unit or a start input signal; an output module connected to the control module and configured to output a high voltage signal (VGH) as a gate driving signal of the present stage under control of the clock signal outputted from the control module, and output a low voltage signal under the control of the clock signal outputted from the control module; and a reset module connected to the output module, and configured to reset the gate driving signal of the present stage under the control of a gate driving signal of a next stage of gate drive on array unit.",2018-06-19,2018,
10002561,Perceptually configured array of addressable electromagnetic emitter elements,"The present invention provides a system and related devices, systems and methods to enable the controlled and predictable emission of electromagnetic radiation from objects that previously were impossible or impractical to utilize as electromagnetic emitters or to place electromagnetic emitters on. The present invention includes addressable electromagnetic emitter “elements”, a plurality of which is applied as a continuous surface coating or is otherwise integrated with one or more three dimensional objects (the “subject”). Said plurality of elements (“array of elements”) is controlled by an array controller which accepts electrical input signals, generates and transmits, by means of a shared transmission medium, corresponding control signals to elements in the array. An automated configuration method and system provide configuration data utilized by the array controller to convert input signals to control signals compensating for irregular element placement, radiance and other factors unique to an application of the present invention.",2018-06-19,2018,
10002562,Wear compensation for a display,"Techniques for implementing aging compensation for a display are described. An example of an electronic device includes a display with a plurality of pixels, each pixel including one or more Light Emitting Diodes (LEDs). The electronic device also includes a wear compensation unit. The wear compensation unit is configured to receive input frame data corresponding to content to be displayed, determine a wear compensation configuration that identifies which of the plurality of pixels are compensated pixels and which are non-compensated pixels, and generate output frame data by adjusting the input frame data associated with the compensated pixels based on a degree of aging of the LEDs of the compensated pixels.",2018-06-19,2018,
10002563,"Electro-optical device having pixel circuit and driving circuit, driving method of electro-optical device and electronic apparatus","An electro-optical device includes a first storage capacitor that has a first electrode and a second electrode, and a second storage capacitor that has a third electrode and a fourth electrode, and a first pixel circuit. The first pixel circuit includes a first transistor having a first gate, a first drain, and a first source, an electro-optical element, a second transistor through which a first data line is electrically connected to the first gate during the second transistor is in an on-state, and a third transistor through which the first gate is electrically connected to the first drain or the first source. The second electrode and the third electrode are electrically connected to the first data line.",2018-06-19,2018,
10002564,"Display device, display module, and electronic device",To provide a display device which can perform external correction and has a reduced area occupied by a read circuit. The display device includes a pixel and the read circuit. The pixel includes a transistor and a display element. The read circuit includes a function selection portion and an operational amplifier. The transistor is electrically connected to the function selection portion through a wiring. The operational amplifier is electrically connected to the function selection portion. The function selection portion includes at least one switch and can select the function of the read circuit by switching of the switch.,2018-06-19,2018,
10002565,"Display unit, method of driving the same, and control pulse generation device","A display unit includes a pixel group having pixels. Each of the pixels includes a light emitting section and a drive circuit. The pixel group is divided into P pieces of pixel blocks. The display unit is configured to allow the light emitting sections from the light emitting sections configuring the respective pixels in a first pixel block of the P pieces of pixel blocks to the light emitting sections configuring the respective pixels in a P-th pixel block of the P pieces of pixel blocks to sequentially emit light together on a pixel block basis, and when the light emitting sections configuring the respective pixels in pixel blocks of the P pieces of pixel blocks emit light, configured to allow the light emitting sections configuring the respective pixels in remaining pixel blocks of the P pieces of pixel blocks not to emit light.",2018-06-19,2018,
10002566,Organic light emitting display device and method of driving the same,"An organic light emitting display device includes pixel unit, a power supply, and a timing controller. The power supply supplies a driving voltage to the pixel unit. The timing controller divides the pixel unit into a plurality of regions, calculates color on-pixel ratio (C-OPR) values of the regions based on image data, and controls the power supply based on the C-OPR values of the regions.",2018-06-19,2018,
10002567,"Pixel circuit, active matrix apparatus and display apparatus with first and second reference potentials applied to gate and other terminal of drive transistor",A pixel circuit having a function of compensating for characteristic variation of an electro-optical element and threshold voltage variation of a transistor is formed from a reduced number of component elements. An input signal is sampled from a signal line so as to be held in a holding capacitor. The threshold voltage of the drive transistor is imparted to the holding capacitor in order to cancel an influence of the threshold voltage.,2018-06-19,2018,
10002568,"Display unit, display unit driving method, and electronic apparatus with deterioration suppression","A display unit of the disclosure includes a pixel array section and a drive section. In the pixel array section, unit pixels each including a light-emitting section are disposed. The drive section causes, during a non-display period other than a display period, a transistor to be corrected to be in an electrically conductive state, and performs, during the non-display period, light emission driving of the light-emitting section on a basis of a predetermined voltage. The transistor is provided in each of the unit pixels. The display period is a period during which display driving is performed on a basis of a display signal.",2018-06-19,2018,
10002569,Organic light emitting display device,"Discussed is an organic light emitting display device capable of sensing and compensating characteristics of light emitting elements thereof. The organic light emitting display device according to an embodiment includes a light emitting display panel including a plurality of pixels, each pixel having a light emitting element and a pixel driving circuit to drive the light emitting element; and a panel driving unit for supplying compensated data voltages to the plurality of pixels, respectively, sensing at least one characteristic of a driving point of the light emitting element in each of the pixels and a threshold voltage of the light emitting element during at least one of light emission and non-emission periods of the light emitting element, and generating compensated data for the light emitting element, using the sensed characteristic.",2018-06-19,2018,
10002570,Electronic display driving scheme systems and methods,Systems and method for improving display quality of an electronic display. In one embodiment the electronic display includes a first display pixel that facilitates displaying a first image frame using first amplified image data and facilitates displaying a second image frame using second amplified image data; a second display pixel that facilitates displaying the first image frame using third amplified image data; a first amplifier that operates in a first operational mode to generate the first amplified image data based on image data corresponding with the first image frame and operates in a second operational mode to generate the second amplified image data based on image data corresponding with the second image frame; and a second amplifier that operates in the second operational mode to generate the third amplified image data based on the image data corresponding with the first image frame.,2018-06-19,2018,
10002571,Liquid crystal display incorporating color-changing backlight,"The system for coordinated color control of LCD backlight and filters comprises a display pixel, a light source driver, a filter driver, and a processor. The light source driver sets a backlight color and a backlight intensity level for the display pixel. The filter driver sets an array of filter levels for three or more filters for the display pixel. The processor is configured to determine the backlight color and the backlight intensity level and the array of filter levels to target a desired color and intensity for the display pixel. The array of filter levels is determined based at least in part on the backlight color and the backlight intensity level.",2018-06-19,2018,
